
Found LSM9DS1
1, 1, 1, -0.06139588, 0.1298759, 0.01298759, -81.0245590404, 81.0519505895
1, 1, 1, -0.09417177, 0.25640608, 0.00993867, -113.422934661, 113.471392537
1, 1, 1, -0.09417177, 0.3588179, -0.02467941, -126.369174553, 126.429521972
1, 1, 1, -0.06621657, 0.4032595, -0.08560741, -131.536488429, 131.589585658
-47.95392, 260.8, -312.4, -0.04465587, 0.38313618, -0.16178855, -76.5195986485, 47.3916583599
-57.172352, 426.48, -512.64, -0.05900587, 0.32071368, -0.24501855, -54.4684077662, 15.1135146882
-61.9232, 533.888, -636.784, -0.09084691, 0.26209722, -0.31231893, -45.786243784, 2.68944830875
-63.2, 581.6878848, -725.6704, -0.12230295, 0.23636046, -0.35664335, -41.5562036866, -1.92097679328
-75.872, 581.81273088, -781.80224, -0.14974659, 0.2749299, -0.38482871, -38.6273056436, -4.07879590026
-81.12, 582.3328, -785.894370304, -0.18736235, 0.37692648, -0.39784955, -37.3886146534, -5.1266376824
-84.7034112, 586.687638528, -790.336622182, -0.20960485, 0.51109898, -0.40789455, -36.916824696, -5.66733990948
-111.22204672, 589.479808, -791.15728384, -0.21899696, 0.6599278, -0.40789455, -36.7840430779, -7.00877266467
-111.22204672, 591.79968, -799.9288064, -0.20754496, 0.77802655, -0.40789455, -36.6058011694, -7.50565995276
-111.22204672, 598.412583117, -803.881344, -0.17650584, 0.87186575, -0.41006007, -36.6283943011, -7.69106065664
-111.22204672, 601.468242463, -805.401973309, -0.14752024, 0.94143119, -0.42020503, -36.6910259193, -7.76611865539
-111.22204672, 601.468242463, -821.641183986, -0.14606074, 0.99470294, -0.43625953, -36.3990360874, -7.71055282854
-110.532146353, 601.468242463, -836.584710391, -0.17515274, 1.02306764, -0.44644173, -35.9999527776, -7.58877466752
-92.7192878118, 601.468242463, -850.350826235, -0.22259559, 1.0332861, -0.44571184, -35.5824270604, -6.76507051453
-81.4741718202, 601.468242463, -860.210495741, -0.28990024, 1.03966233, -0.42800009, -35.2368836301, -5.94982730647
-81.4741718202, 601.468242463, -860.210495741, -0.35121499, 1.06707363, -0.41068769, -35.096270298, -5.61531599524
-81.4741718202, 601.468242463, -860.210495741, -0.38655085, 1.11250545, -0.40059173, -35.0296334091, -5.47430326275
-81.4741718202, 601.468242463, -860.210495741, -0.38440759, 1.17108789, -0.41130803, -34.9879870056, -5.41263792175
-81.4741718202, 601.468242463, -860.210495741, -0.35450779, 1.21095429, -0.43408883, -34.9602258282, -5.39545820135
-84.0883916007, 612.196090534, -856.144360032, -0.31061219, 1.22030909, -0.46647083, -35.306797886, -5.52011543276
-84.0883916007, 640.11765432, -853.459568149, -0.27079549, 1.20438241, -0.50701147, -36.2293236041, -5.59061073266
-92.6718209763, 640.11765432, -852.086616019, -0.24911719, 1.18487194, -0.54458719, -36.6321621663, -5.96825751324
-94.4845030921, 640.11765432, -848.90726672, -0.24337495, 1.18558972, -0.57186283, -36.8614175934, -6.19758876878
-95.4806526679, 640.11765432, -845.251969612, -0.2683478, 1.21127608, -0.5982627, -37.0367600186, -6.33568661844
-101.890701855, 640.11765432, -844.075740889, -0.31453212, 1.27044974, -0.62424138, -37.1384259812, -6.64042047943
-101.661467999, 629.7486688, -840.845444534, -0.37613247, 1.32842654, -0.6546792, -36.9787698186, -6.7692685477
-95.4806526679, 612.24920128, -838.351181767, -0.43151472, 1.38021254, -0.6848877, -36.4980901189, -6.58547772761
-92.6718209763, 612.24920128, -838.351181767, -0.46615296, 1.41268589, -0.72241246, -36.297520635, -6.40593981744
-92.6718209763, 612.24920128, -838.351181767, -0.49359352, 1.40113197, -0.76068482, -36.2144137694, -6.35173556137
-92.6718209763, 612.147496486, -838.351181767, -0.52090108, 1.37166855, -0.80236478, -36.1783977797, -6.33721765894
-88.5968807991, 605.871859241, -838.351181767, -0.5599069, 1.34205302, -0.84425992, -36.0002230436, -6.16630489997
-82.3081734509, 602.245827476, -838.275822751, -0.6106611, 1.3224764, -0.87326232, -35.8372412622, -5.83900252101
-82.3081734509, 602.245827476, -838.275822751, -0.66084963, 1.32320377, -0.87980865, -35.7718222816, -5.69995997342
-82.3081734509, 602.245827476, -838.275822751, -0.71725689, 1.35574642, -0.87113061, -35.7481421814, -5.63161684239
-82.3081734509, 595.123115545, -838.275822751, -0.77203609, 1.41202642, -0.86137541, -35.5445824081, -5.59478464998
-82.3081734509, 592.308133465, -838.275822751, -0.79885295, 1.47145838, -0.84977893, -35.3750959519, -5.57879098901
-91.7849040706, 592.308133465, -833.365493651, -0.79525285, 1.53770022, -0.83393849, -35.3904102791, -5.97607229429
-91.7849040706, 592.308133465, -833.365493651, -0.78876637, 1.61337582, -0.80583041, -35.395381458, -6.1312113124
-91.7849040706, 592.308133465, -833.365493651, -0.77108612, 1.68338961, -0.77471317, -35.3928924216, -6.19553164364
-91.7849040706, 590.327934097, -833.365493651, -0.74151651, 1.73748036, -0.74586477, -35.332809354, -6.22762899214
-91.7849040706, 590.327934097, -833.365493651, -0.71062789, 1.76118558, -0.71497615, -35.308248523, -6.25262214354
-85.1672741405, 590.327934097, -839.011780786, -0.6955354, 1.75615475, -0.67616689, -35.1953732767, -5.98077109944
-68.3003644843, 590.327934097, -847.007068472, -0.7012838, 1.7396281, -0.62155709, -35.0053637831, -5.16503888912
-54.1802186906, 590.327934097, -859.004241083, -0.70272734, 1.71147907, -0.55948487, -34.7013823875, -4.24270510811
-54.1802186906, 582.395420155, -859.004241083, -0.51939776, 1.69560013, -0.4938038, -34.2893244687, -3.86886355971
-54.1802186906, 582.395420155, -859.004241083, -0.52370864, 1.69631861, -0.4291406, -34.1995574852, -3.71268797235
-54.1802186906, 582.395420155, -859.004241083, -0.52803254, 1.71073161, -0.3714886, -34.1636558997, -3.6447399294
-54.1802186906, 582.395420155, -859.004241083, -0.52370486, 1.74318921, -0.32388412, -34.1458346336, -3.61034287223
-57.3516138054, 582.395420155, -858.302729787, -0.4931318, 1.78104157, -0.27584074, -34.1412553911, -3.72268062045
-65.6109682832, 593.437252093, -852.581637872, -0.4312763, 1.83282757, -0.23484349, -34.5356084628, -4.10869266309
-65.6109682832, 607.662351256, -851.796908161, -0.35582855, 1.87306637, -0.20753859, -35.0862449954, -4.27013923877
-65.6109682832, 617.397410754, -851.796908161, -0.28305704, 1.89179963, -0.19817196, -35.5665467895, -4.34332008505
-65.6109682832, 626.46066266, -851.796908161, -0.21876967, 1.89541128, -0.19094866, -36.0006511087, -4.37864106756
-65.6109682832, 628.101104434, -851.796908161, -0.14762503, 1.87466076, -0.1805734, -36.2144764274, -4.40251432856
-65.2286288937, 628.101104434, -851.796908161, -0.07414729, 1.840083, -0.16112341, -36.2990733149, -4.40225427059
-49.5371773362, 628.101104434, -867.878144897, -0.00355103, 1.80766635, -0.14383453, -36.0278065372, -3.73395430765
-49.5371773362, 628.101104434, -867.878144897, 0.06272301, 1.78101266, -0.12222343, -35.9210287141, -3.46432913847
-49.5371773362, 626.46066266, -867.878144897, 0.14944734, 1.78746323, -0.09427096, -35.8274553439, -3.3432373668
-49.5371773362, 624.405838558, -867.878144897, 0.25632061, 1.82285173, -0.05463584, -35.7283944799, -3.28322548613
-49.5371773362, 624.405838558, -871.920207579, 0.38618811, 1.89173173, 0.00204666, -35.6039013407, -3.23675707138
-74.9848109097, 624.405838558, -874.546458902, 0.52190719, 1.97330756, 0.07784721, -35.5028456399, -4.20245088973
-101.390886546, 624.405838558, -874.546458902, 0.64000594, 2.02913606, 0.15085371, -35.4694714916, -5.62649876617
-101.390886546, 623.815796677, -874.546458902, 0.74044873, 2.01974213, 0.21299817, -35.4478167001, -6.22220688875
-108.093053203, 622.359661128, -874.546458902, 0.80057061, 1.91760737, 0.25790849, -35.4173164352, -6.75731454997
-114.036258896, 622.359661128, -897.527875341, 0.78115842, 1.73283208, 0.28307244, -35.0175128784, -7.12141777814
-118.834531927, 622.359661128, -926.116725205, 0.6612865, 1.51041912, 0.30040332, -34.3958503617, -7.32469770515
-120.060431494, 621.076927249, -926.116725205, 0.65553866, 1.32217736, 0.32914252, -34.0687128208, -7.4371020062
-128.100719156, 607.84615635, -926.116725205, 0.45039694, 1.13581622, 0.37175999, -33.676603701, -7.77450245692
-141.655831922, 607.84615635, -926.116725205, -0.08851556, 0.94396337, 0.38900519, -33.6532683651, -8.40436665527
-207.393499153, 607.84615635, -926.116725205, -0.463099, 0.77536417, 0.34575583, -33.5782026068, -11.002684849
-302.436099492, 607.84615635, -829.148276552, -0.75938506, 0.68544651, 0.23667539, -35.2968155379, -16.4608605069
-393.861659695, 607.84615635, -811.888965931, -1.05196686, 0.72237431, 0.12802244, -36.3286677543, -22.0968768744
-456.316995817, 632.284997118, -754.333379559, -1.37543721, 0.83019776, 0.11835551, -38.6427725048, -27.4981581518
-546.19019749, 697.770998271, -680.200027735, -1.72021164, 1.00003379, 0.22623419, -43.0333538671, -34.1896859449
-660.514118494, 723.062598962, -616.920016641, -2.059407, 1.21896243, 0.44300235, -47.0664507686, -41.761022486
-793.908471096, 835.837559377, -573.352009985, -2.3320157, 1.50964863, 0.72428825, -52.2664611095, -49.0862909545
-961.545082658, 840.302535626, -530.811205991, -2.5590691, 1.90084573, 1.00485105, -55.6292760108, -56.1377678551
-1064.92704959, 884.981521376, -496.886723594, -2.68208178, 2.42150405, 1.22012324, -58.7132873158, -61.2388070906
-1119.35622976, 975.788912826, -460.532034157, -2.6579938, 3.05275082, 1.29380412, -62.3164558346, -64.8249049207
-1177.61373785, 1065.8733477, -419.119220494, -2.48037363, 3.79559145, 1.15717322, -65.9761855454, -67.878269973
-1245.76824271, 1153.92400862, -389.871532296, -2.15328939, 4.60039083, 0.77772681, -69.0586275565, -70.4026705797
-1323.86094563, 1153.92400862, -357.522919378, -1.73662251, 5.52993413, 0.04566625, -71.1279831038, -72.721557388
-1323.86094563, 1153.92400862, -313.713751627, -1.57071201, 6.56939948, -0.63817355, -73.2592937384, -74.6739927892
-1323.86094563, 1153.92400862, -278.228250976, -1.55270626, 7.72752932, -1.43906931, -75.162845373, -76.2850686967
-1323.86094563, 1153.92400862, -254.136950586, -1.35459898, 8.95995758, -2.30901867, -76.5336682137, -77.5010507454
-1323.86094563, 1140.50033091, -237.682170351, -0.91707945, 10.59975483, -3.18189536, -77.3752351183, -78.2375309707
-1293.40294713, 1099.62011913, -228.209302211, -0.25288809, 12.34034403, -4.03034156, -77.6497625507, -78.5949744975
-1253.95462195, 1076.17207148, -206.525581326, 0.53395223, 14.27154883, -4.85594956, -78.2271182452, -79.0539361256
-1244.59103658, 1033.30324289, -206.525581326, 1.38284573, 16.37056498, -5.76288706, -78.1696517101, -79.1289322312
-1209.64176828, 1026.70019855, -206.525581326, 2.05775633, 18.36298723, -6.70345396, -78.1737765936, -79.0412930641
-1188.98506097, 927.581945732, -206.525581326, 2.29491927, 20.22424775, -7.74509666, -77.6433676561, -78.9596685612
-1101.97277317, 786.149167439, -206.525581326, 2.28196269, 21.57821036, -8.94789917, -76.2309441826, -78.6733305981
-765.183663901, 474.489500463, -231.096869204, 2.54061549, 22.69616524, -10.33743949, -68.8080681156, -74.9390901237
-409.910198341, 430.354223556, -270.258121522, 3.34217835, 24.03698794, -11.58081442, -61.9255579291, -63.4009340711
-157.946119005, 430.354223556, -292.554872913, 4.6237625, 26.00474604, -12.47175139, -57.7328665481, -41.5916478831
104.032328597, 359.893700278, -332.732923748, 5.43577727, 27.94291794, -13.07193622, -51.1157343642, -5.44395838256
450.819397158, 337.64752048, -505.239754249, 5.49275286, 29.32691993, -13.66404963, -40.6761899913, 23.421310011
794.891638295, 337.64752048, -506.743852549, 5.76689246, 30.57353369, -14.24984267, -36.3663250064, 44.35665149
1336.13498298, 333.25703926, -608.04631153, 6.38517754, 31.73582475, -14.75140345, -31.5349331133, 57.5260217962
1922.88098979, 333.25703926, -801.97800329, 5.90290106, 32.78971507, -15.06662633, -26.3459006649, 63.8482039344
2240.12859387, 333.25703926, -823.986801974, 4.5880247, 33.68405831, -15.24421633, -24.2766744101, 67.7799948376
2263.10311946, 270.988512288, -823.986801974, 3.26223443, 34.55494175, -15.36749536, -21.1638261291, 69.4565353306
