Found LSM9DS1,,
5.03E-08,5.03E-08,5.03E-08
0.000141724,0.000141724,0.000141724
0.000259795,0.000259795,0.000259795
0.000372006,0.000372006,0.000372006
0.000477932,0.044043286,-0.03910097
0.000579825,0.085974784,-0.077001057
0.000672419,0.124334125,-0.111673609
0.000728248,0.160918907,-0.144742038
-9.62E-05,0.195802966,-0.176273102
-0.000965812,0.217955678,-0.197206406
-0.001796632,0.230481306,-0.210082963
-0.002567683,0.228421667,-0.217493214
-0.003329156,0.210405188,-0.221473633
-0.004052243,0.181029457,-0.218272297
0.003277743,0.149554445,-0.204840284
0.011813324,0.118168052,-0.192074112
0.021966223,0.085022019,-0.179963066
0.031605798,0.043313236,-0.168458897
0.041962902,-0.014744346,-0.157249996
0.052490279,-0.086393356,-0.145074884
0.060336579,-0.14210627,-0.134244531
0.058446342,-0.195807521,-0.123909584
0.056640451,-0.246274959,-0.118170815
0.054945033,-0.295308179,-0.114146268
0.053346661,-0.331461039,-0.112081182
0.050891134,-0.354530629,-0.110091896
0.045812326,-0.362434984,-0.108687542
0.04310039,-0.369509949,-0.125833757
0.042404079,-0.370137776,-0.144658447
0.045430933,-0.363716134,-0.157437164
0.048101811,-0.355159958,-0.168781334
0.047242414,-0.343296297,-0.179992153
0.044517394,-0.331530081,-0.18744216
0.039735612,-0.307974624,-0.182548388
0.034794683,-0.278972886,-0.162879149
0.032490945,-0.251198581,-0.144020824
0.030301904,-0.224800969,-0.126096098
0.028246383,-0.200313222,-0.109524825
0.026293925,-0.177056921,-0.093787584
0.022139425,-0.163592943,-0.08170578
0.015058076,-0.150629941,-0.069951962
0.008434164,-0.13839785,-0.058918517
0.002001318,-0.12666517,-0.049110744
-0.002911653,-0.115587937,-0.041893963
-0.007590859,-0.099619654,-0.037793685
-0.012031858,-0.083148434,-0.03433497
-0.01619747,-0.067575596,-0.031066552
-0.021371416,-0.051128324,-0.028399308
-0.031233318,-0.034830151,-0.025857401
-0.04043846,-0.010469525,-0.023576537
-0.043202334,0.016761614,-0.02568306
-0.045000292,0.046166519,-0.028214115
-0.046283367,0.075193241,-0.031544393
-0.047384171,0.103541147,-0.037007963
-0.04846744,0.132840419,-0.042448708
-0.049755221,0.163257853,-0.048737537
-0.050830549,0.190675853,-0.054548102
-0.052805429,0.226242755,-0.063181625
-0.05361332,0.249363865,-0.068696328
-0.056129678,0.26318258,-0.074042565
-0.06536655,0.277154229,-0.079531618
-0.073690162,0.287472043,-0.084401708
-0.082015585,0.296964783,-0.089649709
-0.089247737,0.304340084,-0.095043443
-0.096360888,0.30576779,-0.10037891
-0.083481961,0.300778969,-0.105537105
-0.07118434,0.290538498,-0.109243134
-0.05927466,0.274040633,-0.113014807
-0.048328006,0.250347198,-0.116191474
-0.037703705,0.220825617,-0.11486566
-0.028803663,0.188466216,-0.109288631
-0.029810068,0.154029363,-0.102568305
-0.03278183,0.123732103,-0.09588601
-0.036639435,0.093692303,-0.088942506
-0.040395691,0.066335563,-0.081574411
-0.044519067,0.040683161,-0.074139439
-0.050189507,0.018125557,-0.065891899
-0.05575727,0.001182455,-0.055813014
-0.060023268,-0.011888541,-0.04133143
-0.063354076,-0.021261181,-0.027554423
-0.066230518,-0.025877564,-0.014998576
-0.069121866,-0.030355708,-0.002776966
-0.062281807,-0.03466058,0.0089342
-0.053835085,-0.038773654,0.01444313
-0.045621741,-0.041358884,0.015984055
-0.03813393,-0.043283547,0.017010568
-0.030874961,-0.045223587,0.017796825
-0.02302039,-0.046822317,0.01738089
-0.016519778,-0.048583362,0.016320032
-0.010996085,-0.048350618,0.014568661
-0.007569517,-0.046785929,0.012820772
-0.005020063,-0.045092928,0.008837085
-0.003294086,-0.043203964,0.005121234
-0.002472886,-0.040369679,0.001348357
-0.002782226,-0.037262327,-0.002013803
-0.003077058,-0.034307928,-0.00521516
-0.003365315,-0.031480717,-0.008318579
-0.004378256,-0.028806089,-0.011182556
-0.005403218,-0.026252656,-0.013120652
-0.006474008,-0.024618102,-0.014616757
-0.007625165,-0.023075341,-0.015846439
-0.008720068,-0.021609441,-0.015774395
-0.01060672,-0.020216118,-0.015548075
-0.01241095,-0.018890858,-0.015335956
-0.014198742,-0.016974471,-0.013779672
-0.015855972,-0.014158524,-0.010763305
