
Found LSM9DS1
315.0, -74.733909011
315.0, -74.733909011
315.0, -74.733909011
315.0, -74.733909011
283.10203786, -79.4141385081
283.972332976, -78.8109361534
284.232021546, -77.8586348497
286.809877724, -75.5214531953
286.189058534, -73.0464211245
285.815965465, -73.7779460606
286.02716837, -73.7538328271
286.850609306, -72.9698802198
287.566228697, -72.0772223109
287.307190786, -70.5180976843
287.289476503, -71.0146898048
287.191156029, -70.7478805496
287.132682631, -70.9196380492
286.550444489, -71.4425611307
285.725395479, -72.1575368835
285.700325094, -72.4632753864
285.685320234, -72.2825850999
285.679811895, -72.2568763657
285.672570387, -72.0716727376
285.814044096, -71.8675381438
286.028952556, -71.8266898789
286.15767608, -70.7507175877
286.376280882, -70.367634976
286.644317191, -70.0738746949
286.682629802, -70.0662405957
286.682629802, -70.5030173975
286.773613128, -70.6440269676
286.045278819, -71.2464993579
286.045278819, -71.2733953467
285.961468598, -71.2699919755
285.957816484, -71.5309829928
285.911590584, -71.6031803121
287.696061628, -69.8263783865
287.792041504, -69.2688249268
287.880320936, -68.9377043328
287.978854153, -68.9906962769
288.138359326, -68.8553158974
288.138359326, -68.87552406
288.040433547, -68.9575783759
288.013775248, -69.006552479
288.013775248, -69.2720636451
288.013775248, -69.451846391
287.815125757, -69.9301429627
287.421689211, -70.6593687931
286.618580381, -71.3932695777
286.204682139, -71.8797110341
285.629675352, -72.3996280447
285.610037184, -72.4202928612
285.598252477, -71.8321492103
285.672306814, -71.6380270383
285.680084178, -71.5673892138
285.364999742, -71.4400053287
285.75193741, -70.5922587649
285.853467026, -70.4880598775
286.024629378, -69.9480113448
286.032922495, -69.8852596339
286.171530985, -69.7093906283
287.069982537, -68.9008056489
287.069982537, -68.6590523818
287.069982537, -68.6429384845
287.004560587, -68.7071328905
287.004560587, -68.7110363613
286.239923509, -69.4027859925
286.027732351, -69.613626144
285.85503732, -69.7818380569
285.785416628, -69.9866106434
285.566555294, -70.2081704288
285.503668209, -70.3752512958
285.347495738, -70.6303811251
285.112729253, -70.9205612475
285.112729253, -71.1641562789
285.112729253, -71.5316271811
285.010500078, -71.6604945504
284.843088961, -71.9653989991
284.785053524, -72.0868500524
285.129617048, -72.0054486554
285.068305449, -72.5312404493
285.045758502, -72.5883937361
285.04550255, -72.591533893
284.583107779, -73.0111254143
284.213997159, -73.4113767061
283.975949218, -73.6353102561
283.876409917, -73.4134395661
283.330890302, -73.8502217291
282.975436359, -73.6500062283
282.59314565, -73.5889032305
282.59314565, -73.392633226
282.59314565, -73.3276623922
282.422256761, -73.2245237952
282.451153779, -72.5987541163
282.495851847, -71.8521577818
282.496181029, -71.4022739829
282.417146489, -71.4412047504
282.385952743, -71.3092433354
282.290585264, -70.62407597
282.225295802, -69.9972965065
282.19528218, -69.3515777241
282.178121571, -68.3042623049
282.12098241, -66.1078954586
282.099352097, -65.046931282
282.086687153, -63.52334549
281.662109971, -62.2749433484
281.406735729, -60.9115557083
279.621477992, -60.1402791248
278.715710259, -59.4611477926
278.540968862, -58.4736048841
277.893769057, -58.7690978906
277.529154601, -58.3409624956
277.124440277, -56.2017396846
274.795546413, -55.1589293081
273.390047793, -53.1656668631
272.952791091, -51.7528029041
272.713203999, -50.5649870596
272.713203999, -48.8509696607
272.715202327, -46.5299619356
272.723270263, -44.9192705923
272.724774677, -44.3351066799
273.375758699, -43.3068942208
274.119227832, -41.8029276201
274.117679124, -40.4727407206
274.117679124, -38.8170425319
274.119227832, -38.5974397606
274.1218116, -35.820462826
273.669658148, -34.4303868373
271.636383032, -33.8172018253
271.650766873, -31.2516132193
271.653687294, -30.6615401628
271.664919468, -28.5742203371
271.683048074, -27.0614870402
273.839837587, -24.6795460765
274.444647751, -23.1595134846
274.477788101, -22.5650082871
274.593422418, -19.8687335271
274.987349376, -17.3819504203
275.354267229, -17.5287648043
275.539523741, -17.7274491488
275.539523741, -18.9988310281
276.943296482, -14.2165570419
279.436490916, -15.4186400788
280.8906326, -13.9019270611
281.298960156, -15.2135493416
281.947921517, -17.0167473718
283.18076091, -18.5635235021
284.001127833, -22.0162088492
285.489051895, -25.4618139666
285.514915911, -28.9069246638
285.416675864, -45.0435230961
286.443849367, -85.7727133976
285.808343711, -108.322027144
285.33218298, -119.793731943
285.281474587, -123.359664188
285.18744033, -126.398995406
284.914268599, -133.865675973
284.267769789, -138.055431994
284.083588345, -141.299466472
284.083588345, -142.068313025
284.083588345, -142.891702975
284.047513624, -146.306734526
284.071518546, -147.339909427
284.081228344, -148.99468228
284.144452124, -149.625123986
284.318175997, -149.935453278
284.324368277, -151.694773966
284.464371314, -152.263694421
285.224271298, -153.768770788
286.287691452, -153.858937295
286.549725224, -154.400614842
286.680589709, -155.190245165
287.054162975, -156.623354073
287.324662178, -157.624583917
287.490990217, -158.642446783
287.568990957, -159.562799261
287.343116729, -160.594199453
287.446393015, -161.753923949
287.676253196, -162.961879996
287.68330866, -163.698540042
287.733216489, -164.399994934
287.817004788, -165.011472144
288.164499597, -166.243630162
288.210388113, -166.501952375
287.988834483, -167.171294877
287.519134778, -168.100362996
287.58124208, -168.348656918
287.428822577, -169.047280969
287.750659305, -169.86232623
287.824664058, -170.254909315
287.857330258, -170.468873406
287.815737595, -170.469914288
287.815737595, -170.704516585
287.815737595, -170.733581995
287.813947754, -170.839415704
286.946201072, -171.190909918
286.336458849, -171.637583592
282.998126673, -172.593531205
280.949579174, -173.251651034
277.837490677, -173.880484683
275.953742969, -174.252541087
273.731433498, -174.999794238
272.927820242, -174.854877675
272.927820242, -174.646583575
272.927820242, -174.60334786
272.927820242, -174.459518164
272.88390784, -173.307381114
273.446428491, -172.549124091
273.685560885, -173.155430821
275.402662549, -170.449343246
276.07760357, -169.92643488
276.042655431, -168.976821176
275.962395334, -167.473064801
275.949593613, -166.942116116
275.882819361, -164.122190255
273.904529806, -163.45763747
273.876249596, -160.112490023
273.85947696, -156.529841608
273.725008692, -147.290406854
273.648727294, -136.725446417
273.87977405, -122.095429225
274.530884631, -102.063309482
274.904902421, -87.6433443107
275.343897093, -76.3889647895
275.605865712, -67.9192482946
275.530409752, -63.8123751775
275.440760367, -59.697990889
275.629081414, -56.8165186276
275.673904067, -56.5852772543
275.748592981, -56.4969181803
275.748592981, -56.5512811712
275.955642794, -56.0567029342
276.200268252, -55.6805725275
276.345471655, -55.8974061028
276.753422408, -55.4878931977
277.37792785, -55.1713765955
277.37792785, -56.0157640649
277.130314017, -57.5593735145
277.099977281, -58.7961582226
277.046837783, -59.5608919048
276.996655972, -60.7241910818
276.751394727, -61.6897770949
276.748235649, -62.723928778
276.748235649, -62.8632902164
276.748235649, -63.0188980734
276.751394727, -63.4597063046
277.041864587, -62.952934802
277.041864587, -63.5625522346
277.277932882, -63.3130659061
277.301412161, -62.1077413224
277.37010103, -62.0775292374
277.486803587, -61.7652060441
277.486803587, -62.5219146869
277.486803587, -62.7415639327
277.585078118, -62.5032452383
278.641007762, -62.0311987163
